"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032609","GO:0032609","type II interferon production","42/3909","124/18986",0.338709677419355,1.64511177679301,3.6697173151071,0.000380849017226157,0.0133593371931442,0.011539057065782,"ARID5A/AXL/BTN3A1/CCR2/CCR7/CD2/CD226/CD274/CD96/CLEC7A/CR1/CYRIB/DDIT3/F2RL1/FZD5/GATA3/HLA-DPA1/HLA-DRB1/HMSD/HRAS/IL1B/JAK2/KLRK1/LAPTM5/PDCD1LG2/PDE4B/PDE4D/PGLYRP3/PYCARD/RARA/RIPK2/SCRIB/SLAMF1/SLAMF6/SLC7A5/TLR4/TLR8/TNFSF4/TXK/TYK2/UFC1/ZFPM1",42
"GO:0032649","GO:0032649","regulation of type II interferon production","42/3909","124/18986",0.338709677419355,1.64511177679301,3.6697173151071,0.000380849017226157,0.0133593371931442,0.011539057065782,"ARID5A/AXL/BTN3A1/CCR2/CCR7/CD2/CD226/CD274/CD96/CLEC7A/CR1/CYRIB/DDIT3/F2RL1/FZD5/GATA3/HLA-DPA1/HLA-DRB1/HMSD/HRAS/IL1B/JAK2/KLRK1/LAPTM5/PDCD1LG2/PDE4B/PDE4D/PGLYRP3/PYCARD/RARA/RIPK2/SCRIB/SLAMF1/SLAMF6/SLC7A5/TLR4/TLR8/TNFSF4/TXK/TYK2/UFC1/ZFPM1",42
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","33/3909","91/18986",0.362637362637363,1.76132846432156,3.70680708076176,0.000391632788017751,0.0135992501050954,0.0117462805785805,"AP2A1/B3GNT2/B3GNT7/B4GALT4/B4GAT1/BPNT2/CEMIP/CEMIP2/CHST11/CHST12/CHST15/CHST2/CHST3/CHST7/CHST9/CHSY1/EXT1/EXT2/GNS/HAS1/HEXB/HS2ST1/HYAL1/IDUA/IL1B/NDST3/NFKB1/PDGFB/SLC10A7/ST3GAL1/TGFB1/TNFAIP6/XYLT1",33
"GO:0002697","GO:0002697","regulation of immune effector process","113/3909","410/18986",0.275609756097561,1.33863566878186,3.52963011734044,0.000391996122763282,0.0135992501050954,0.0117462805785805,"ADGRE2/AP1G1/ARG1/ARID5A/ATAD5/ATG5/AXL/B2M/BRD2/BRD4/CARD9/CCR2/CD226/CD274/CD28/CD46/CD55/CD69/CD84/CD86/CD96/CLEC12B/CLEC7A/CR1/CR1L/CR2/CUEDC2/CXCL6/CYRIB/DDRGK1/DDX60/DENND1B/DNAJB9/DNASE1L3/F2RL1/FBXO38/FCER2/FCGR1A/FCRL3/FES/FZD5/GAB2/GATA3/GFER/GRN/HLA-DRA/HLA-DRB1/HLA-F/HLX/IFNG/IL18RAP/IL1B/IL7R/IRAK3/IRF4/JUNB/KLRB1/KLRC3/KLRK1/KMT5C/LAPTM5/LBP/LGALS1/LYN/MALT1/MAP3K7/MAPKAPK2/MICA/MYO18A/MZB1/NCKAP1L/NFKBIZ/PARP3/PGLYRP3/PKN1/PKP3/PTPRC/PYCARD/RARA/RASGRP1/RC3H1/RIPK2/S100A9/SHB/SLAMF1/SLAMF6/SLC15A4/SLC7A5/SMAD7/SPHK2/STAP1/STX4/STX7/SUPT6H/SUSD4/SYK/TBX21/TFRC/TGFB1/TGFB3/TLR4/TMBIM6/TNFSF13/TNFSF4/TRAF2/TRIL/TRPM4/UBE2J1/UFL1/ULBP2/VAMP8/XBP1/ZBTB7B",113
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","93/3909","327/18986",0.284403669724771,1.38134767802366,3.54186063746082,0.000402404453412295,0.0138840531084439,0.0119922776711481,"ACSL4/AKAP5/ANP32B/APBB1/APOE/ATP2C1/B3GAT3/BAD/BAG3/BAP1/BBC3/BSG/CAMK1/CAPN10/CASR/CD38/CDH1/CEMIP/CEP120/CEP131/CEP135/CEP295/CNST/ECT2/EDEM1/EFCAB7/EMD/ERBB2/F2RL1/FBXW7/FZD5/GNA11/GOLPH3L/GPER1/GZMB/HDAC3/HIF1A/HLA-DRB1/HRAS/ICE1/IFNG/IL1B/ITPR1/JAK2/JUP/KCNN4/KIF20B/LRRC8A/MAPK14/MAPK8/MICALL2/MIEF2/MTCL1/MYO18A/MYO1C/NLGN2/NR1H2/OAZ3/PCNT/PCSK1/PDCD10/PFKFB2/PIK3R2/PINK1/PRKCB/PRKCE/PTGS2/RAB29/RAPGEF3/RAPGEF4/RIPOR1/RNF31/RPH3AL/SHH/SIRT3/SLC51B/SNAP25/SORL1/STX4/TGFB1/TGFB3/TLR2/TLR4/TRIM28/TRPM4/TTN/UBR5/USP36/VAMP2/VPS28/XBP1/XPO4/ZPR1",93
"GO:0042129","GO:0042129","regulation of T cell proliferation","57/3909","182/18986",0.313186813186813,1.52114731009589,3.59709362503164,0.000410906828003488,0.0140705468482306,0.0121533606556328,"ARG1/BMP4/CASP3/CCDC88B/CCR2/CD274/CD28/CD46/CD55/CD6/CD70/CD86/CR1/CTLA4/DHPS/DLG5/EFNB1/ERBB2/GLMN/HES1/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IRF1/JAK2/MAD1L1/MARCHF7/NCK1/NCKAP1L/PDCD1LG2/PELI1/PRKCQ/PTPRC/PYCARD/RC3H1/RIPK2/RIPOR2/SCRIB/SHH/SLAMF1/SLC4A2/SOS2/SYK/TFRC/TGFB1/TGFBR2/TMEM131L/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B",57
"GO:0033157","GO:0033157","regulation of intracellular protein transport","49/3909","151/18986",0.324503311258278,1.57611150359418,3.61903578199207,0.000412266576959559,0.0140705468482306,0.0121533606556328,"AKAP5/ANP32B/B3GAT3/BAG3/BMP4/BRSK2/CAMK1/CDH1/CEP131/DERL3/ECT2/EDEM1/EFCAB7/EMD/ERLEC1/HDAC3/ICE1/IFNG/IL1B/INSIG1/JAK2/JUP/KIF20B/LCP1/MAPK14/NUP58/OAZ3/PCNT/PDCD10/PIK3R2/PTGS2/PTPN1/PTPN11/RAB29/RANGAP1/RAPGEF3/RIPOR1/SEPTIN8/SHH/SLC51B/SORL1/TGFB1/TRIM28/UBE2J1/UBR5/VAMP2/XBP1/XPO4/ZPR1",49
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","37/3909","106/18986",0.349056603773585,1.69536676368516,3.65549786963499,0.000428525376302007,0.0145468237955423,0.0125647423577855,"ATAD5/ATM/BAD/BAG6/BAX/BBC3/BCL2/BCL2A1/BCL2L11/BCL2L2/BOK/BRCA2/CDIP1/CLU/CRIP1/DDIT4/ELL3/FBH1/HIC1/IER3/IFI16/MARCHF7/MUC1/NACC2/NFATC4/NUPR1/PHLDA3/PIAS4/PML/PRKDC/PYCARD/SOD2/TMEM109/TMEM161A/TP73/USP28/ZNF385A",37
"GO:0002369","GO:0002369","T cell cytokine production","18/3909","40/18986",0.45,2.18564850345357,3.82215112889732,0.000435959358805867,0.0146417414441502,0.0126467269763337,"ARG1/ARID5A/B2M/CCR2/CD55/DENND1B/FZD5/GATA3/HLA-F/IL1B/MALT1/MAP3K7/SLAMF1/SMAD7/TBX21/TNFSF4/TRAF2/TRPM4",18
"GO:0002724","GO:0002724","regulation of T cell cytokine production","18/3909","40/18986",0.45,2.18564850345357,3.82215112889732,0.000435959358805867,0.0146417414441502,0.0126467269763337,"ARG1/ARID5A/B2M/CCR2/CD55/DENND1B/FZD5/GATA3/HLA-F/IL1B/MALT1/MAP3K7/SLAMF1/SMAD7/TBX21/TNFSF4/TRAF2/TRPM4",18
"GO:0016242","GO:0016242","negative regulation of macroautophagy","17/3909","37/18986",0.459459459459459,2.23159306658923,3.81817313869453,0.000463871783748893,0.0154967536645001,0.0133852392737567,"AKT1/EHMT2/LRRK2/LYPLA1/LZTS1/MTOR/NPC1/NRBP2/NUPR1/PHF23/PINK1/RNF41/SCFD1/TSC2/UBQLN4/USP36/VPS13C",17
"GO:0051656","GO:0051656","establishment of organelle localization","131/3909","488/18986",0.26844262295082,1.30382492692358,3.4621955521222,0.00046935122816874,0.0155972823929338,0.013472070432921,"ACTN4/ADGRE2/AGTPBP1/ANKRD53/AP1G1/AP3B1/AP3D1/ATM/BBS5/BLOC1S3/BORCS6/BORCS8/CD84/CDR2L/CENPA/CENPE/CEP120/CEP83/CHMP1A/CHMP2A/CHMP4A/CHMP4C/CLASP2/CROCC/CUL3/DCTN1/DCTN2/DNM3/ECT2/EML3/EML4/ENKD1/EXOC1/EXOC2/EXOC4/EXOC6/FAM83D/FAM91A1/FES/FYCO1/GAB2/GPSM1/HDAC3/HGS/HIF1A/IFNG/IGHE/INCENP/IRAG2/ITGA4/KIF1C/KIF3B/KIFBP/KNTC1/LIMK2/LIN7A/LLGL1/LMNA/LMNB2/LRRK2/LSG1/LYN/MAD1L1/MAP1S/MAP4/MAPK15/MKKS/MYH9/MYO1C/NEFH/NOP9/NTN1/NUDC/NUF2/NUMA1/NUP62/PDCD10/PDCD6IP/PEX14/PIBF1/PICALM/PIK3CG/PINK1/PINX1/PKD1/PREB/RAB11B/RASGRP1/RB1/RBM10/RHOT2/RIPOR1/RPS15/RRS1/S100A13/SAPCD2/SCRIB/SDC1/SLC2A4/SNAP25/SNAP91/SPAG5/SPDL1/SPG11/SPHK2/SPICE1/STARD3/STARD3NL/STK11/STK25/SUN2/SYK/SYNE2/SYNE3/SYNJ1/TACC2/TBC1D23/TERB1/TRAK2/TRAPPC10/TRAPPC11/TRAPPC13/TRAPPC4/TRAPPC5/TRAPPC8/TRIP11/UNC13A/VAMP8/WDR11/ZNF207/ZW10",131
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process","48/3909","148/18986",0.324324324324324,1.57524216465122,3.57721334158533,0.000475942260891782,0.0157335048967053,0.013589731902344,"AGPAT5/ATM/BPNT2/CDIPT/DDHD1/DGKE/DPM3/EFR3A/EFR3B/IMPA1/IMPA2/INPP4B/INPP5E/LPGAT1/MTMR1/MTMR10/MTMR11/MTMR4/MTMR6/MTMR9/PDGFA/PDGFB/PGAP3/PI4KB/PIGA/PIGB/PIGF/PIGQ/PIGZ/PIK3CG/PIK3R4/PIKFYVE/PIP4K2A/PIP4K2C/PIP5K1B/PIP5K1C/PIPSL/PITPNM1/PITPNM3/PLCB3/PLCD1/PLCH1/PLCH2/PLEK/SLC27A1/SMG1/SYNJ1/UVRAG",48
"GO:0051960","GO:0051960","regulation of nervous system development","125/3909","463/18986",0.269978401727862,1.31128419933619,3.45280917716136,0.000491011007229207,0.0161471015606522,0.0139469738402112,"ACAN/AGRN/AKT1/ANAPC2/ARHGAP4/ASIC2/ASPM/B2M/BAIAP2/BCL11A/BIN1/BMP2/CDH1/CDH4/CHD7/CLSTN1/CTDSP1/CTSC/CX3CL1/CXCR4/DAG1/DBN1/DICER1/DISC1/DLG5/DLL1/EIF2AK3/ELL3/EZH2/FEZF2/FOXG1/FXR2/GDI1/GFAP/GJC2/GPER1/HAPLN3/HES1/HES7/HEY1/HEYL/HIF1A/ID2/IFNG/IL1B/IL1RAP/IQSEC2/ISLR2/ITGAX/L1CAM/LEF1/LGI4/LIMK1/LRRC4B/LRRN3/LYN/MAN2A1/MAP2K2/MAP6/MEGF8/MME/MTOR/NFATC4/NKX6-2/NLGN2/NR1D1/NSUN5/NTN1/NUMBL/OBSL1/OXT/OXTR/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PRTG/PTPRD/PTPRS/RARA/RARG/RB1/RELA/RGMA/RND2/RNF112/RNF6/SEMA3G/SEMA4A/SEMA4D/SEMA6C/SERPINE2/SHANK3/SHH/SHOX2/SKI/SLC7A5/SMARCD3/SORL1/SOX11/SOX8/SPP1/SRF/SRRT/STK11/STK25/SYNGAP1/TBC1D24/TENM4/TGFB1/TGM2/TLR2/TP73/TPPP/TRIM11/TWF2/TYMP/UFL1/ULK1/VCAN/VEGFA/WDR62/XRCC5/YTHDF2/ZPR1",125
"GO:0033081","GO:0033081","regulation of T cell differentiation in thymus","14/3909","28/18986",0.5,2.42849833717063,3.85161761219897,0.000505062264044106,0.0165231250527175,0.0142717621489638,"BMP4/CAMK4/EGR3/ERBB2/IL2RG/IL7R/PTPN2/RASGRP1/SHH/SOS2/TMEM131L/TOX/VNN1/ZEB1",14
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","25/3909","64/18986",0.390625,1.89726432591456,3.66106582587298,0.000542414169953729,0.0176536240674631,0.0152482247125896,"ANP32B/BAG3/CAMK1/CDH1/DHX9/ECT2/EFCAB7/EMD/HDAC3/IFNG/IL1B/JAK2/JUP/MAPK14/NEDD4/PIK3R2/PTGS2/RAPGEF3/SHH/TGFB1/TRIM28/UBR5/XBP1/XPO4/ZPR1",25
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","73/3909","248/18986",0.294354838709677,1.42968047268916,3.4680911938503,0.000560616398008854,0.018152471471938,0.0156791015281181,"AKT1/ARRDC3/ATG5/AXIN1/BEX2/BEX3/BIRC3/COPS6/COPS7A/CUL3/DAXX/DERL1/DNAJB2/EGR1/FANCM/FBXO2/FBXO33/FBXO4/FBXO5/FBXW7/FZR1/GABARAP/GPS1/GPS2/HAMP/HDAC3/HERPUD1/HIF1A/HMG20B/HSP90AB1/HSPA1A/HSPA1B/HSPBP1/IVNS1ABP/LAPTM5/LIMK1/LRRK2/MALT1/MARCHF7/MTA1/MYCBP2/NOP53/OGT/PARP10/PELI1/PHF23/PIAS1/PIAS4/PINK1/PINX1/PLAA/PRKCE/PRMT3/RASD2/RASSF1/RASSF5/RBCK1/RELA/RIPK2/RNF111/RWDD3/SKP2/SMAD7/SPOPL/TANK/TCF25/TOLLIP/UBE2S/UBE3A/UBQLN1/UBXN1/UFL1/VPS28",73
"GO:0060538","GO:0060538","skeletal muscle organ development","59/3909","192/18986",0.307291666666667,1.49251460305278,3.49253513225541,0.000565580777949212,0.0182197807753639,0.0157372395840755,"ATF3/B4GALNT2/BASP1/BCL2/BCL9L/CCNT2/COL6A1/DAG1/DDX5/DES/DLL1/EGR1/ELN/EMD/ERO1A/FLOT1/FOXL2/FOXN2/GPC1/GPCPD1/GPX1/HEYL/HLF/HLX/HMG20B/HSD17B1/IGF2/IGSF8/KAT8/LMOD3/MAFF/MAPK14/MEF2C/METTL21C/MYH14/MYL6B/NR4A1/NUPR1/P2RX2/PAX5/PITX1/PLEC/RB1/RYR1/SCX/SHH/SHOX2/SKI/SOX11/SOX8/SPG11/SRPK3/STRA6/SVIL/TAFAZZIN/TCF21/TGFB1/USP19/ZBTB18",59
"GO:0150052","GO:0150052","regulation of postsynapse assembly","19/3909","44/18986",0.431818181818182,2.097339473011,3.71052269607768,0.000576694441658877,0.0184834959626099,0.0159650221866665,"ARHGAP33/ARHGEF15/ASIC2/CARMIL3/CC2D1A/CYFIP2/DOCK10/ELMO1/LZTS1/NEDD8/NRXN2/PPP1R9B/PTPN1/S1PR2/SEMA4C/SLC12A5/TRIM47/UBE2M/ZDHHC8",19
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","50/3909","157/18986",0.318471337579618,1.54681422749722,3.50313337801366,0.000589305980609912,0.0187923129372272,0.0162317612203081,"ACAP2/AKAP5/ARFGEF2/ARFRP1/ARHGAP1/ARL4C/ASAP1/ATP2C1/ATP6AP1/BBS1/CLSTN1/CMTM6/CNST/CPLX1/DENND1B/EHD1/EHD2/EHD3/EPG5/EXOC1/EXOC2/EXOC4/EXOC6/GGA1/GOLPH3L/GOPC/HGS/KRT18/LLGL1/LYPLA1/MICALL1/MICALL2/MTMR4/RAB11B/RAB11FIP3/RAB13/RAB34/RAB8B/SCRIB/SNX12/SNX17/SORL1/SPTBN1/STXBP5/VAMP2/VPS13B/VPS50/VPS51/VPS52/VTI1A",50
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","36/3909","104/18986",0.346153846153846,1.68126807957967,3.54724661001841,0.000608459996750526,0.0193056101481549,0.0166751189799761,"CCDC88B/CCR2/CD274/CD28/CD46/CD55/CD6/CD70/CD86/DHPS/EFNB1/HES1/HLA-DPA1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/JAK2/NCK1/NCKAP1L/PDCD1LG2/PRKCQ/PTPRC/PYCARD/RIPK2/SHH/SLAMF1/SYK/TFRC/TGFBR2/TNFSF13B/TNFSF4/TYK2/ZAP70",36
"GO:0042692","GO:0042692","muscle cell differentiation","117/3909","432/18986",0.270833333333333,1.31543659930076,3.3768817097109,0.000642678128685943,0.0202893485226152,0.0175248178143256,"ACTN4/ADAM12/AKT1/ALPK3/ASF1A/ATG5/B4GALNT2/BCL2/BHLHA15/BIN1/BMP2/BMP4/CACNA1H/CAMK1/CASP3/CCNT2/CD53/CDK9/CEACAM5/CHUK/COL6A1/CTDP1/CXCL10/CXCL9/DLL1/DMPK/DOCK2/DOCK5/DYRK1B/EDN1/EFEMP2/EHD1/EHD2/ERVW-1/EZH2/FLII/FLNC/FLOT1/FOXO4/FZD7/G6PD/GATA4/GLMN/GPER1/GPX1/HDAC3/HDAC5/HDGFL2/HES1/HEY1/ID2/IGF2/IGFBP5/IRX3/KAT2A/KDM6B/LAMB2/LBX2/LMNA/LMOD3/LOX/MAMSTR/MAP2K4/MAPK12/MAPK14/MEF2C/MSX1/MTLN/MTOR/MYH11/MYH9/MYL9/MYLK3/MYPN/NFATC2/NFATC4/NOTCH4/OBSCN/OBSL1/OLFM2/P2RX2/PDGFB/PIAS1/PIEZO1/PLD3/PLEC/PLPP7/PTBP1/RARA/RB1/RBM38/RGS2/RIPOR2/RYR1/SDC1/SEMA4C/SHH/SHOX2/SKI/SLC8A1/SLC9A1/SMARCD3/SOD2/SPEG/SPG11/SRF/SUPT6H/TBX2/TGFB1/TNNT1/TNNT3/TTN/VEGFA/WFIKKN1/XBP1/ZEB1/ZNHIT1",117
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","17/3909","38/18986",0.447368421052632,2.17286693325793,3.68501721596807,0.000679616293404798,0.021243055824544,0.0183485774681097,"BRD2/BRD4/CD83/CD86/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/MALT1/NCKAP1L/NFKBIZ/RARA/RIPK2/SHB/TNFSF4/ZBTB7B",17
"GO:2000316","GO:2000316","regulation of T-helper 17 type immune response","17/3909","38/18986",0.447368421052632,2.17286693325793,3.68501721596807,0.000679616293404798,0.021243055824544,0.0183485774681097,"ARID5A/BRD2/BRD4/CARD9/CD69/CLEC7A/JAK2/JUNB/LGALS1/MALT1/NFKBIZ/PRKCQ/RC3H1/SMAD7/TBX21/TYK2/ZBTB7B",17
"GO:0140895","GO:0140895","cell surface toll-like receptor signaling pathway","27/3909","72/18986",0.375,1.82137375287797,3.55546203144149,0.000705060593207203,0.0219298156921689,0.018941762682948,"CHUK/DAB2IP/ECSIT/F2RL1/IFI35/IRAK1/IRAK4/IRF3/LBP/LY96/LYN/MAP3K7/MFHAS1/NR1D1/PELI1/PIK3AP1/PRKCE/RELA/RIPK2/TAX1BP1/TLR1/TLR2/TLR4/TLR5/TLR6/TRAF3/TRIL",27
"GO:1903897","GO:1903897","regulation of PERK-mediated unfolded protein response","8/3909","12/18986",0.666666666666667,3.23799778289418,3.94867595708565,0.000711743426422563,0.021980034604297,0.0189851390035282,"ABCA7/BOK/DDRGK1/NCK1/PPP1R15A/PTPN1/PTPN2/TMEM33",8
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","52/3909","166/18986",0.313253012048193,1.52146883774546,3.43600085885429,0.000713637487152501,0.021980034604297,0.0189851390035282,"BCL2/BHLHA15/BMP2/BMP4/CAMK1/CCNT2/CDK9/CEACAM5/CTDP1/DLL1/DMPK/EDN1/EFEMP2/EZH2/FOXO4/FZD7/G6PD/GPER1/HDAC3/HDAC5/HEY1/ID2/IGF2/KAT2A/LAMB2/LMOD3/MAMSTR/MAPK12/MAPK14/MEF2C/MSX1/MTOR/MYLK3/NFATC2/NOTCH4/OLFM2/PDGFB/PIAS1/PIEZO1/PLPP7/PTBP1/RBM38/RGS2/SHH/SHOX2/SMARCD3/SOD2/SRF/SUPT6H/TGFB1/XBP1/ZEB1",52
"GO:0007519","GO:0007519","skeletal muscle tissue development","55/3909","178/18986",0.308988764044944,1.50075739937511,3.41780072008046,0.000736978509699337,0.0225887490788428,0.0195109129215752,"ATF3/B4GALNT2/BCL2/BCL9L/CCNT2/COL6A1/DDX5/DLL1/EGR1/ELN/EMD/ERO1A/FLOT1/FOXL2/FOXN2/GPC1/GPCPD1/GPX1/HEYL/HLF/HLX/HMG20B/HSD17B1/IGF2/IGSF8/KAT8/LMOD3/MAFF/MAPK14/MEF2C/METTL21C/MYH14/MYL6B/NR4A1/NUPR1/P2RX2/PAX5/PITX1/PLEC/RB1/RYR1/SCX/SHH/SHOX2/SKI/SOX11/SOX8/SPG11/SRPK3/SVIL/TAFAZZIN/TCF21/TGFB1/USP19/ZBTB18",55
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","30/3909","83/18986",0.36144578313253,1.75554096662937,3.51246790840059,0.000750576482461119,0.0228943957017367,0.0197749135806309,"BRD2/BRD4/CD69/CD86/ENTPD7/GATA3/GPR183/HLA-DRA/HLA-DRB1/HLX/IFNG/IRF4/JUNB/LEF1/LGALS1/MALT1/MTOR/NFKBIZ/RARA/RC3H1/RIPK2/SEMA4A/SHB/SLAMF6/SMAD7/STAT4/TBX21/TNFSF4/ZBTB7B/ZFPM1",30
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","12/3909","23/18986",0.521739130434783,2.53408522139544,3.7483535740495,0.000781151763067908,0.0237124626538979,0.0204815145974435,"AXIN1/EZH2/HEXIM1/NELFA/NELFB/NELFCD/NELFE/RNF168/SHH/SUPT5H/TCERG1/ZC3H4",12
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","85/3909","300/18986",0.283333333333333,1.37614905773002,3.34382162326538,0.000789121652847391,0.0238285101486986,0.0205817500092372,"ABR/APOE/ARFGEF1/ARFGEF2/ARHGAP1/ARHGAP15/ARHGAP18/ARHGAP23/ARHGAP25/ARHGAP39/ARHGAP4/ARHGAP45/ARHGDIA/ARHGEF1/ARHGEF15/ARHGEF17/ARHGEF25/ARHGEF3/ARHGEF40/CDC42SE2/CGNL1/CSF1/CSNK1A1/CUL3/CYRIB/CYTH2/DAB2IP/DENND4A/DOCK10/DOCK11/DOCK2/DOCK8/DOCK9/ECT2/EPS8L1/EPS8L2/ERBB2/F2RL1/FGD1/FLCN/FLOT1/GABARAP/GIT1/IQSEC2/ITGA3/KANK2/KCTD13/LZTR1/NET1/NUP62/OBSCN/OGT/PICALM/PIK3CG/PLEKHG1/PLEKHG4/PLEKHG5/PSD/PSD2/RALBP1/RALGAPA1/RALGAPA2/RALGAPB/RASA2/RASA4/RASGRF2/RASGRP1/RASIP1/RGL2/RIPOR1/RIPOR2/SEMA4D/SHOC2/SIPA1/SOS2/STK19/STMN1/STMN3/SYDE1/SYNGAP1/TAGAP/TEK/TGM2/TRIO/TSC2",85
"GO:0097107","GO:0097107","postsynaptic density assembly","14/3909","29/18986",0.482758620689655,2.34475701519923,3.69010463493442,0.000792522510488869,0.0238285101486986,0.0205817500092372,"ABI3/C1QL3/CASKIN1/CSMD2/IL1RAP/LRFN4/LRRC4B/NLGN2/NRXN2/PTK2B/PTPRD/PTPRS/SHANK3/ZDHHC12",14
"GO:0098581","GO:0098581","detection of external biotic stimulus","13/3909","26/18986",0.5,2.42849833717063,3.71131584001325,0.000800294670218857,0.0239481542547955,0.0206850919750756,"C4B/CLEC7A/HLA-DRB1/LBP/LY96/NAIP/NR4A1/PGLYRP3/SSC5D/TLR1/TLR2/TLR4/TLR6",13
"GO:0031400","GO:0031400","negative regulation of protein modification process","95/3909","342/18986",0.277777777777778,1.34916574287257,3.31784277793346,0.000826861733746738,0.0246264386173439,0.0212709565170896,"AKT1/AKT1S1/APOE/ATG5/BEX2/BEX3/BMP2/C9orf72/CACTIN/CALM3/CDKN1C/CDYL/CORO1C/CRTAP/DAB2IP/DBNDD2/DGKQ/DNAJB2/DNAJC3/DUSP19/DUSP7/FBXO5/FKBP8/FLCN/FRY/FXYD1/G6PD/GPRC5A/GPS2/GSTP1/HHEX/HMG20B/HSPA1A/HSPA1B/HSPB1/IBTK/IFNG/IL1B/IRAK3/IVNS1ABP/LIMK1/LRP5/LYN/MARCHF7/MVP/NCK1/NUP62/OGT/OXR1/PAQR3/PARP10/PARP14/PDE4D/PIBF1/PINX1/PLAA/PRKCE/PRKDC/PRKRIP1/PRMT3/PTPN1/PTPN2/PTPRC/PTPRJ/PTPRO/PYCARD/QARS1/RASIP1/RASSF2/RB1/RELA/RGS2/RTRAF/SEMA4D/SH3BP5/SH3GL2/SLC8A1/SMAD7/SNTA1/SPOPL/SPRED2/SRCIN1/TBC1D24/TGFB1/TPPP/TRAF3IP1/TRIB1/TSC2/UBXN1/UFL1/VPS28/WARS1/WEE2/WWTR1/ZGPAT",95
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","52/3909","167/18986",0.311377245508982,1.51235824590267,3.38621370521411,0.000832105943254,0.0246662766465059,0.0213053664047392,"AAAS/ANKRD53/AURKA/BORA/CCDC61/CCSAP/CENPA/CENPE/CEP192/CHMP1A/CHMP2A/CHMP4A/CHMP4C/CLASP2/DCTN1/DCTN2/EML3/ENKD1/GPSM1/HDAC3/HSPA1A/HSPA1B/ILK/INCENP/INTS13/KIF3B/KIFC2/MAP10/MAP1S/MAP4/MYBL2/NUDC/NUF2/NUMA1/NUP62/PARP3/PCNT/PIBF1/PKD1/PLK2/RIPOR2/SAPCD2/SPDL1/SPICE1/STMN1/SUN2/TACC2/TNKS/TUBG1/WDR62/ZNF207/ZW10",52
"GO:1990868","GO:1990868","response to chemokine","35/3909","102/18986",0.343137254901961,1.66661650590141,3.43723971743735,0.000861123974465581,0.0252581172258401,0.0218165655847619,"ACKR2/CCL18/CCL2/CCL7/CCR1/CCR10/CCR2/CCR6/CCR7/CCRL2/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/DOCK8/EDN1/HIF1A/LOX/LYN/MPL/PF4/PPBP/PTK2B/RIPOR1/RIPOR2/SLC12A2",35
"GO:1990869","GO:1990869","cellular response to chemokine","35/3909","102/18986",0.343137254901961,1.66661650590141,3.43723971743735,0.000861123974465581,0.0252581172258401,0.0218165655847619,"ACKR2/CCL18/CCL2/CCL7/CCR1/CCR10/CCR2/CCR6/CCR7/CCRL2/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/DOCK8/EDN1/HIF1A/LOX/LYN/MPL/PF4/PPBP/PTK2B/RIPOR1/RIPOR2/SLC12A2",35
"GO:0032388","GO:0032388","positive regulation of intracellular transport","45/3909","140/18986",0.321428571428571,1.56117750246683,3.39340226107148,0.000867892584713675,0.0252581172258401,0.0218165655847619,"AKAP5/ANP32B/B3GAT3/BAG3/CAMK1/CAPN10/CDH1/CEP131/DHX9/ECT2/EDEM1/EFCAB7/EHD1/EHD2/EMD/HDAC3/ICE1/IFNG/IL1B/JAK2/JUP/KIF20B/MAPK14/NEDD4/NUMA1/OAZ3/PCNT/PDCD10/PIK3R2/PTGS2/RAB29/RAPGEF3/RIPOR1/SHH/SLC51B/SORL1/SPAG5/STK11/TGFB1/TRIM28/UBR5/VAMP2/XBP1/XPO4/ZPR1",45
